location,date,new_cases,total_cases
Brazil,Aug-2023,0,11051
Brazil,Aug-2023,0,11051
Brazil,Aug-2023,0,11051
Brazil,Aug-2023,0,11051
Brazil,Aug-2023,0,11051
Brazil,Aug-2023,0,11051
Brazil,Aug-2023,11,11062
Brazil,Aug-2023,0,11062
Brazil,Aug-2023,0,11062
Brazil,Aug-2023,0,11062
Brazil,Aug-2023,0,11062
Brazil,Aug-2023,0,11062
Brazil,Aug-2023,0,11062
Brazil,Aug-2023,13,11075
Brazil,Aug-2023,0,11075
Brazil,Aug-2023,0,11075
Brazil,Sep-2023,0,11075
Brazil,Sep-2023,0,11075
Brazil,Sep-2023,0,11075
Brazil,Sep-2023,0,11075
Brazil,Sep-2023,12,11087
Brazil,Sep-2023,0,11087
Brazil,Sep-2023,0,11087
Brazil,Sep-2023,0,11087
Brazil,Sep-2023,0,11087
Brazil,Sep-2023,0,11087
Brazil,Sep-2023,0,11087
Brazil,Sep-2023,15,11102
Brazil,Sep-2023,0,11102
Brazil,Sep-2023,0,11102
Brazil,Sep-2023,0,11102
Brazil,Sep-2023,0,11102
Brazil,Sep-2023,0,11102
Brazil,Sep-2023,0,11102
Brazil,Sep-2023,16,11118
Brazil,Sep-2023,0,11118
Brazil,Sep-2023,0,11118
Brazil,Sep-2023,0,11118
Brazil,Sep-2023,0,11118
Brazil,Sep-2023,0,11118
Brazil,Sep-2023,0,11118
Brazil,Sep-2023,12,11130
Brazil,Sep-2023,0,11130
Brazil,Sep-2023,0,11130
Brazil,Sep-2023,0,11130
Brazil,Sep-2023,0,11130
Brazil,Oct-2023,0,11130
Brazil,Oct-2023,0,11130
Brazil,Oct-2023,16,11146
Brazil,Oct-2023,0,11146
Brazil,Oct-2023,0,11146
Brazil,Oct-2023,0,11146
Brazil,Oct-2023,0,11146
Brazil,Oct-2023,0,11146
Brazil,Oct-2023,0,11146
Brazil,Oct-2023,33,11179
Brazil,Oct-2023,0,11179
Brazil,Oct-2023,0,11179
Brazil,Oct-2023,0,11179
Brazil,Oct-2023,0,11179
Brazil,Oct-2023,0,11179
Brazil,Oct-2023,0,11179
Brazil,Oct-2023,33,11212
Brazil,Oct-2023,0,11212
Brazil,Oct-2023,0,11212
Brazil,Oct-2023,0,11212
Brazil,Oct-2023,0,11212
Brazil,Oct-2023,0,11212
Brazil,Oct-2023,0,11212
Brazil,Oct-2023,28,11240
Brazil,Oct-2023,0,11240
Brazil,Oct-2023,0,11240
Brazil,Oct-2023,0,11240
Brazil,Oct-2023,0,11240
Brazil,Oct-2023,0,11240
Brazil,Oct-2023,0,11240
Brazil,Oct-2023,33,11273
Brazil,Nov-2023,0,11273
Brazil,Nov-2023,0,11273
Brazil,Nov-2023,0,11273
Brazil,Nov-2023,0,11273
Brazil,Nov-2023,0,11273
Brazil,Nov-2023,0,11273
Brazil,Nov-2023,20,11293
Brazil,Nov-2023,0,11293
Brazil,Nov-2023,0,11293
Brazil,Nov-2023,0,11293
Brazil,Nov-2023,0,11293
Brazil,Nov-2023,0,11293
Brazil,Nov-2023,0,11293
Brazil,Nov-2023,32,11325
Brazil,Nov-2023,0,11325
Brazil,Nov-2023,0,11325
Brazil,Nov-2023,0,11325
Brazil,Nov-2023,0,11325
Brazil,Nov-2023,0,11325
Brazil,Nov-2023,0,11325
Brazil,Nov-2023,25,11350
Brazil,Nov-2023,0,11350
Brazil,Nov-2023,0,11350
Brazil,Nov-2023,0,11350
Brazil,Nov-2023,0,11350
Brazil,Nov-2023,0,11350
Brazil,Nov-2023,0,11350
Brazil,Nov-2023,20,11370
Brazil,Nov-2023,0,11370
Brazil,Nov-2023,0,11370
Brazil,Dec-2023,0,11370
Brazil,Dec-2023,0,11370
Brazil,Dec-2023,0,11370
Brazil,Dec-2023,0,11370
Brazil,Dec-2023,31,11401
Brazil,Dec-2023,0,11401
Brazil,Dec-2023,0,11401
Brazil,Dec-2023,0,11401
Brazil,Dec-2023,0,11401
Brazil,Dec-2023,0,11401
Brazil,Dec-2023,0,11401
Brazil,Dec-2023,24,11425
Brazil,Dec-2023,0,11425
Brazil,Dec-2023,0,11425
Brazil,Dec-2023,0,11425
Brazil,Dec-2023,0,11425
Brazil,Dec-2023,0,11425
Brazil,Dec-2023,0,11425
Brazil,Dec-2023,24,11449
Brazil,Dec-2023,0,11449
Brazil,Dec-2023,0,11449
Brazil,Dec-2023,0,11449
Brazil,Dec-2023,0,11449
Brazil,Dec-2023,0,11449
Brazil,Dec-2023,0,11449
Brazil,Dec-2023,29,11478
Brazil,Dec-2023,0,11478
Brazil,Dec-2023,0,11478
Brazil,Dec-2023,0,11478
Brazil,Dec-2023,0,11478
Brazil,Dec-2023,0,11478
Brazil,Jan-2024,0,11478
Brazil,Jan-2024,46,11524
Brazil,Jan-2024,0,11524
Brazil,Jan-2024,0,11524
Brazil,Jan-2024,0,11524
Brazil,Jan-2024,0,11524
Brazil,Jan-2024,0,11524
Brazil,Jan-2024,0,11524
Brazil,Jan-2024,41,11565
Brazil,Jan-2024,0,11565
Brazil,Jan-2024,0,11565
Brazil,Jan-2024,0,11565
Brazil,Jan-2024,0,11565
Brazil,Jan-2024,0,11565
Brazil,Jan-2024,0,11565
Brazil,Jan-2024,40,11605
Brazil,Jan-2024,0,11605
Brazil,Jan-2024,0,11605
Brazil,Jan-2024,0,11605
Brazil,Jan-2024,0,11605
Brazil,Jan-2024,0,11605
Brazil,Jan-2024,0,11605
Brazil,Jan-2024,30,11635
Brazil,Jan-2024,0,11635
Brazil,Jan-2024,0,11635
Brazil,Jan-2024,0,11635
Brazil,Jan-2024,0,11635
Brazil,Jan-2024,0,11635
Brazil,Jan-2024,0,11635
Brazil,Jan-2024,34,11669
Brazil,Jan-2024,0,11669
Brazil,Feb-2024,0,11669
Brazil,Feb-2024,0,11669
Brazil,Feb-2024,0,11669
Brazil,Feb-2024,0,11669
Brazil,Feb-2024,0,11669
Brazil,Feb-2024,32,11701
Brazil,Feb-2024,0,11701
Brazil,Feb-2024,0,11701
Brazil,Feb-2024,0,11701
Brazil,Feb-2024,0,11701
Brazil,Feb-2024,0,11701
Brazil,Feb-2024,0,11701
Brazil,Feb-2024,33,11734
Brazil,Feb-2024,0,11734
Brazil,Feb-2024,0,11734
Brazil,Feb-2024,0,11734
Brazil,Feb-2024,0,11734
Brazil,Feb-2024,0,11734
Brazil,Feb-2024,0,11734
Brazil,Feb-2024,35,11769
Brazil,Feb-2024,0,11769
Brazil,Feb-2024,0,11769
Brazil,Feb-2024,0,11769
Brazil,Feb-2024,0,11769
Brazil,Feb-2024,0,11769
Brazil,Feb-2024,0,11769
Brazil,Feb-2024,27,11796
Brazil,Feb-2024,0,11796
Brazil,Feb-2024,0,11796
Brazil,Mar-2024,0,11796
Brazil,Mar-2024,0,11796
Brazil,Mar-2024,0,11796
Brazil,Mar-2024,0,11796
Brazil,Mar-2024,20,11816
Brazil,Mar-2024,0,11816
Brazil,Mar-2024,0,11816
Brazil,Mar-2024,0,11816
Brazil,Mar-2024,0,11816
Brazil,Mar-2024,0,11816
Brazil,Mar-2024,0,11816
Brazil,Mar-2024,21,11837
Brazil,Mar-2024,0,11837
Brazil,Mar-2024,0,11837
Brazil,Mar-2024,0,11837
Brazil,Mar-2024,0,11837
Brazil,Mar-2024,0,11837
Brazil,Mar-2024,0,11837
Brazil,Mar-2024,22,11859
Brazil,Mar-2024,0,11859
Brazil,Mar-2024,0,11859
Brazil,Mar-2024,0,11859
Brazil,Mar-2024,0,11859
Brazil,Mar-2024,0,11859
Brazil,Mar-2024,0,11859
Brazil,Mar-2024,21,11880
Brazil,Mar-2024,0,11880
Brazil,Mar-2024,0,11880
Brazil,Mar-2024,0,11880
Brazil,Mar-2024,0,11880
Brazil,Mar-2024,0,11880
Brazil,Apr-2024,0,11880
Brazil,Apr-2024,23,11903
Brazil,Apr-2024,0,11903
Brazil,Apr-2024,0,11903
Brazil,Apr-2024,0,11903
Brazil,Apr-2024,0,11903
Brazil,Apr-2024,0,11903
Brazil,Apr-2024,0,11903
Brazil,Apr-2024,19,11922
Brazil,Apr-2024,0,11922
Brazil,Apr-2024,0,11922
Brazil,Apr-2024,0,11922
Brazil,Apr-2024,0,11922
Brazil,Apr-2024,0,11922
Brazil,Apr-2024,0,11922
Brazil,Apr-2024,11,11933
Brazil,Apr-2024,0,11933
Brazil,Apr-2024,0,11933
Brazil,Apr-2024,0,11933
Brazil,Apr-2024,0,11933
Brazil,Apr-2024,0,11933
Brazil,Apr-2024,0,11933
Brazil,Apr-2024,19,11952
Brazil,Apr-2024,0,11952
Brazil,Apr-2024,0,11952
Brazil,Apr-2024,0,11952
Brazil,Apr-2024,0,11952
Brazil,Apr-2024,0,11952
Brazil,Apr-2024,0,11952
Brazil,Apr-2024,19,11971
Brazil,May-2024,0,11971
Brazil,May-2024,0,11971
Brazil,May-2024,0,11971
Brazil,May-2024,0,11971
Brazil,May-2024,0,11971
Brazil,May-2024,0,11971
Brazil,May-2024,16,11987
Brazil,May-2024,0,11987
Brazil,May-2024,0,11987
Brazil,May-2024,0,11987
Brazil,May-2024,0,11987
Brazil,May-2024,0,11987
Brazil,May-2024,0,11987
Brazil,May-2024,17,12004
Brazil,May-2024,0,12004
Brazil,May-2024,0,12004
Brazil,May-2024,0,12004
Brazil,May-2024,0,12004
Brazil,May-2024,0,12004
Brazil,May-2024,0,12004
Brazil,May-2024,8,12012
Brazil,May-2024,0,12012
Brazil,May-2024,0,12012
Brazil,May-2024,0,12012
Brazil,May-2024,0,12012
Brazil,May-2024,0,12012
Brazil,May-2024,0,12012
Brazil,May-2024,14,12026
Brazil,May-2024,0,12026
Brazil,May-2024,0,12026
Brazil,May-2024,0,12026
Brazil,Jun-2024,0,12026
Brazil,Jun-2024,0,12026
Brazil,Jun-2024,0,12026
Brazil,Jun-2024,13,12039
Brazil,Jun-2024,0,12039
Brazil,Jun-2024,0,12039
Brazil,Jun-2024,0,12039
Brazil,Jun-2024,0,12039
Brazil,Jun-2024,0,12039
Brazil,Jun-2024,0,12039
Brazil,Jun-2024,8,12047
Brazil,Jun-2024,0,12047
Brazil,Jun-2024,0,12047
Brazil,Jun-2024,0,12047
Brazil,Jun-2024,0,12047
Brazil,Jun-2024,0,12047
Brazil,Jun-2024,0,12047
Brazil,Jun-2024,7,12054
Brazil,Jun-2024,0,12054
Brazil,Jun-2024,0,12054
Brazil,Jun-2024,0,12054
Brazil,Jun-2024,0,12054
Brazil,Jun-2024,0,12054
Brazil,Jun-2024,0,12054
Brazil,Jun-2024,13,12067
Brazil,Jun-2024,0,12067
Brazil,Jun-2024,0,12067
Brazil,Jun-2024,0,12067
Brazil,Jun-2024,0,12067
Brazil,Jun-2024,0,12067
Brazil,Jul-2024,0,12067
Brazil,Jul-2024,14,12081
Brazil,Jul-2024,0,12081
Brazil,Jul-2024,0,12081
Brazil,Jul-2024,0,12081
Brazil,Jul-2024,0,12081
Brazil,Jul-2024,0,12081
Brazil,Jul-2024,0,12081
Brazil,Jul-2024,20,12101
Brazil,Jul-2024,0,12101
Brazil,Jul-2024,0,12101
Brazil,Jul-2024,0,12101
Brazil,Jul-2024,0,12101
Brazil,Jul-2024,0,12101
Brazil,Jul-2024,0,12101
Brazil,Jul-2024,23,12124
Brazil,Jul-2024,0,12124
Brazil,Jul-2024,0,12124
Brazil,Jul-2024,0,12124
Brazil,Jul-2024,0,12124
Brazil,Jul-2024,0,12124
Brazil,Jul-2024,0,12124
Brazil,Jul-2024,24,12148
Brazil,Jul-2024,0,12148
Brazil,Jul-2024,0,12148
Brazil,Jul-2024,0,12148
Brazil,Jul-2024,0,12148
Brazil,Jul-2024,0,12148
Brazil,Jul-2024,0,12148
Brazil,Jul-2024,25,12173
Brazil,Jul-2024,0,12173
Brazil,Aug-2024,0,12173
Brazil,Aug-2024,0,12173
Brazil,Aug-2024,0,12173
Brazil,Aug-2024,0,12173
Brazil,Aug-2024,0,12173
Brazil,Aug-2024,27,12200
Brazil,Aug-2024,0,12200
Brazil,Aug-2024,0,12200
Brazil,Aug-2024,0,12200
Brazil,Aug-2024,0,12200
Brazil,Aug-2024,0,12200
Brazil,Aug-2024,0,12200
Brazil,Aug-2024,6,12206
Brazil,Aug-2024,0,12206
Brazil,Aug-2024,0,12206
Brazil,Aug-2024,0,12206
Brazil,Aug-2024,0,12206
Brazil,Aug-2024,0,12206
Brazil,Aug-2024,0,12206
Brazil,Aug-2024,0,12206
Brazil,Aug-2024,0,12206
Brazil,Aug-2024,0,12206
Brazil,Aug-2024,0,12206
Brazil,Aug-2024,0,12206
Brazil,Aug-2024,0,12206
Brazil,Aug-2024,0,12206
Brazil,Aug-2024,0,12206
Brazil,Aug-2024,0,12206
Brazil,Aug-2024,0,12206
Brazil,Aug-2024,0,12206
Brazil,Aug-2024,0,12206
Brazil,Sep-2024,0,12206
Brazil,Sep-2024,0,12206
Brazil,Sep-2024,0,12206
Brazil,Sep-2024,0,12206
Brazil,Sep-2024,0,12206
Brazil,Sep-2024,0,12206
Brazil,Sep-2024,0,12206
Brazil,Sep-2024,0,12206
Brazil,Sep-2024,0,12206
Brazil,Sep-2024,0,12206
Spain,May-2022,0,0
Spain,May-2022,7,7
Spain,May-2022,16,23
Spain,May-2022,0,23
Spain,May-2022,17,40
Spain,May-2022,0,40
Spain,May-2022,0,40
Spain,May-2022,0,40
Spain,May-2022,0,40
Spain,May-2022,0,40
Spain,May-2022,0,40
Spain,May-2022,0,40
Spain,May-2022,58,98
Spain,May-2022,0,98
Spain,Jun-2022,44,142
Spain,Jun-2022,14,156
Spain,Jun-2022,30,186
Spain,Jun-2022,0,186
Spain,Jun-2022,0,186
Spain,Jun-2022,0,186
Spain,Jun-2022,12,198
Spain,Jun-2022,0,198
Spain,Jun-2022,0,198
Spain,Jun-2022,61,259
Spain,Jun-2022,0,259
Spain,Jun-2022,0,259
Spain,Jun-2022,16,275
Spain,Jun-2022,38,313
Spain,Jun-2022,0,313
Spain,Jun-2022,0,313
Spain,Jun-2022,184,497
Spain,Jun-2022,0,497
Spain,Jun-2022,0,497
Spain,Jun-2022,0,497
Spain,Jun-2022,23,520
Spain,Jun-2022,0,520
Spain,Jun-2022,0,520
Spain,Jun-2022,216,736
Spain,Jun-2022,0,736
Spain,Jun-2022,0,736
Spain,Jun-2022,0,736
Spain,Jun-2022,64,800
Spain,Jun-2022,0,800
Spain,Jun-2022,0,800
Spain,Jul-2022,0,800
Spain,Jul-2022,0,800
Spain,Jul-2022,0,800
Spain,Jul-2022,0,800
Spain,Jul-2022,456,1256
Spain,Jul-2022,221,1477
Spain,Jul-2022,0,1477
Spain,Jul-2022,0,1477
Spain,Jul-2022,0,1477
Spain,Jul-2022,557,2034
Spain,Jul-2022,0,2034
Spain,Jul-2022,0,2034
Spain,Jul-2022,413,2447
Spain,Jul-2022,0,2447
Spain,Jul-2022,0,2447
Spain,Jul-2022,0,2447
Spain,Jul-2022,0,2447
Spain,Jul-2022,388,2835
Spain,Jul-2022,0,2835
Spain,Jul-2022,290,3125
Spain,Jul-2022,0,3125
Spain,Jul-2022,0,3125
Spain,Jul-2022,0,3125
Spain,Jul-2022,0,3125
Spain,Jul-2022,26,3151
Spain,Jul-2022,445,3596
Spain,Jul-2022,142,3738
Spain,Jul-2022,0,3738
Spain,Jul-2022,0,3738
Spain,Jul-2022,0,3738
Spain,Jul-2022,0,3738
Spain,Aug-2022,560,4298
Spain,Aug-2022,279,4577
Spain,Aug-2022,0,4577
Spain,Aug-2022,0,4577
Spain,Aug-2022,0,4577
Spain,Aug-2022,0,4577
Spain,Aug-2022,0,4577
Spain,Aug-2022,365,4942
Spain,Aug-2022,220,5162
Spain,Aug-2022,0,5162
Spain,Aug-2022,108,5270
Spain,Aug-2022,0,5270
Spain,Aug-2022,0,5270
Spain,Aug-2022,449,5719
Spain,Aug-2022,0,5719
Spain,Aug-2022,0,5719
Spain,Aug-2022,73,5792
Spain,Aug-2022,0,5792
Spain,Aug-2022,0,5792
Spain,Aug-2022,0,5792
Spain,Aug-2022,0,5792
Spain,Aug-2022,327,6119
Spain,Aug-2022,164,6283
Spain,Aug-2022,1,6284
Spain,Aug-2022,0,6284
Spain,Aug-2022,175,6459
Spain,Aug-2022,0,6459
Spain,Aug-2022,0,6459
Spain,Aug-2022,0,6459
Spain,Aug-2022,84,6543
Spain,Aug-2022,0,6543
Spain,Sep-2022,0,6543
Spain,Sep-2022,0,6543
Spain,Sep-2022,0,6543
Spain,Sep-2022,102,6645
Spain,Sep-2022,0,6645
Spain,Sep-2022,104,6749
Spain,Sep-2022,0,6749
Spain,Sep-2022,0,6749
Spain,Sep-2022,0,6749
Spain,Sep-2022,0,6749
Spain,Sep-2022,143,6892
Spain,Sep-2022,0,6892
Spain,Sep-2022,55,6947
Spain,Sep-2022,0,6947
Spain,Sep-2022,0,6947
Spain,Sep-2022,0,6947
Spain,Sep-2022,0,6947
Spain,Sep-2022,0,6947
Spain,Sep-2022,90,7037
Spain,Sep-2022,46,7083
Spain,Sep-2022,0,7083
Spain,Sep-2022,0,7083
Spain,Sep-2022,0,7083
Spain,Sep-2022,0,7083
Spain,Sep-2022,0,7083
Spain,Sep-2022,39,7122
Spain,Sep-2022,27,7149
Spain,Sep-2022,0,7149
Spain,Sep-2022,0,7149
Spain,Sep-2022,39,7188
Spain,Oct-2022,0,7188
Spain,Oct-2022,0,7188
Spain,Oct-2022,0,7188
Spain,Oct-2022,21,7209
Spain,Oct-2022,0,7209
Spain,Oct-2022,0,7209
Spain,Oct-2022,0,7209
Spain,Oct-2022,0,7209
Spain,Oct-2022,0,7209
Spain,Oct-2022,10,7219
Spain,Oct-2022,20,7239
Spain,Oct-2022,0,7239
Spain,Oct-2022,0,7239
Spain,Oct-2022,0,7239
Spain,Oct-2022,0,7239
Spain,Oct-2022,0,7239
Spain,Oct-2022,0,7239
Spain,Oct-2022,0,7239
Spain,Oct-2022,38,7277
Spain,Oct-2022,0,7277
Spain,Oct-2022,0,7277
Spain,Oct-2022,0,7277
Spain,Oct-2022,0,7277
Spain,Oct-2022,0,7277
Spain,Oct-2022,40,7317
Spain,Oct-2022,0,7317
Spain,Oct-2022,0,7317
Spain,Oct-2022,0,7317
Spain,Oct-2022,0,7317
Spain,Oct-2022,0,7317
Spain,Oct-2022,0,7317
Spain,Nov-2022,0,7317
Spain,Nov-2022,0,7317
Spain,Nov-2022,0,7317
Spain,Nov-2022,19,7336
Spain,Nov-2022,0,7336
Spain,Nov-2022,0,7336
Spain,Nov-2022,0,7336
Spain,Nov-2022,0,7336
Spain,Nov-2022,0,7336
Spain,Nov-2022,0,7336
Spain,Nov-2022,0,7336
Spain,Nov-2022,0,7336
Spain,Nov-2022,41,7377
Spain,Nov-2022,0,7377
Spain,Nov-2022,15,7392
Spain,Nov-2022,0,7392
Spain,Nov-2022,0,7392
Spain,Nov-2022,0,7392
Spain,Nov-2022,0,7392
Spain,Nov-2022,0,7392
Spain,Nov-2022,0,7392
Spain,Nov-2022,13,7405
Spain,Nov-2022,0,7405
Spain,Nov-2022,0,7405
Spain,Nov-2022,0,7405
Spain,Nov-2022,0,7405
Spain,Nov-2022,0,7405
Spain,Nov-2022,0,7405
Spain,Nov-2022,3,7408
Spain,Nov-2022,0,7408
Spain,Dec-2022,0,7408
Spain,Dec-2022,0,7408
Spain,Dec-2022,0,7408
Spain,Dec-2022,0,7408
Spain,Dec-2022,0,7408
Spain,Dec-2022,0,7408
Spain,Dec-2022,0,7408
Spain,Dec-2022,0,7408
Spain,Dec-2022,4,7412
Spain,Dec-2022,0,7412
Spain,Dec-2022,0,7412
Spain,Dec-2022,0,7412
Spain,Dec-2022,4,7416
Spain,Dec-2022,0,7416
Spain,Dec-2022,0,7416
Spain,Dec-2022,0,7416
Spain,Dec-2022,0,7416
Spain,Dec-2022,0,7416
Spain,Dec-2022,0,7416
Spain,Dec-2022,80,7496
Spain,Dec-2022,0,7496
Spain,Dec-2022,0,7496
Spain,Dec-2022,0,7496
Spain,Dec-2022,0,7496
Spain,Dec-2022,0,7496
Spain,Dec-2022,0,7496
Spain,Dec-2022,0,7496
Spain,Dec-2022,0,7496
Spain,Dec-2022,0,7496
Spain,Dec-2022,0,7496
Spain,Dec-2022,0,7496
Spain,Jan-2023,0,7496
Spain,Jan-2023,0,7496
Spain,Jan-2023,4,7500
Spain,Jan-2023,0,7500
Spain,Jan-2023,0,7500
Spain,Jan-2023,0,7500
Spain,Jan-2023,0,7500
Spain,Jan-2023,0,7500
Spain,Jan-2023,0,7500
Spain,Jan-2023,5,7505
Spain,Jan-2023,0,7505
Spain,Jan-2023,0,7505
Spain,Jan-2023,0,7505
Spain,Jan-2023,0,7505
Spain,Jan-2023,0,7505
Spain,Jan-2023,0,7505
Spain,Jan-2023,9,7514
Spain,Jan-2023,0,7514
Spain,Jan-2023,0,7514
Spain,Jan-2023,0,7514
Spain,Jan-2023,0,7514
Spain,Jan-2023,0,7514
Spain,Jan-2023,0,7514
Spain,Jan-2023,4,7518
Spain,Jan-2023,0,7518
Spain,Jan-2023,0,7518
Spain,Jan-2023,0,7518
Spain,Jan-2023,0,7518
Spain,Jan-2023,0,7518
Spain,Jan-2023,0,7518
Spain,Jan-2023,10,7528
Spain,Feb-2023,0,7528
Spain,Feb-2023,0,7528
Spain,Feb-2023,0,7528
Spain,Feb-2023,0,7528
Spain,Feb-2023,0,7528
Spain,Feb-2023,0,7528
Spain,Feb-2023,5,7533
Spain,Feb-2023,0,7533
Spain,Feb-2023,0,7533
Spain,Feb-2023,0,7533
Spain,Feb-2023,0,7533
Spain,Feb-2023,0,7533
Spain,Feb-2023,0,7533
Spain,Feb-2023,5,7538
Spain,Feb-2023,0,7538
Spain,Feb-2023,0,7538
Spain,Feb-2023,0,7538
Spain,Feb-2023,0,7538
Spain,Feb-2023,0,7538
Spain,Feb-2023,0,7538
Spain,Feb-2023,5,7543
Spain,Feb-2023,0,7543
Spain,Feb-2023,0,7543
Spain,Feb-2023,0,7543
Spain,Feb-2023,0,7543
Spain,Feb-2023,0,7543
Spain,Feb-2023,0,7543
Spain,Feb-2023,0,7543
Spain,Mar-2023,0,7543
Spain,Mar-2023,0,7543
Spain,Mar-2023,0,7543
Spain,Mar-2023,0,7543
Spain,Mar-2023,0,7543
Spain,Mar-2023,0,7543
Spain,Mar-2023,0,7543
Spain,Mar-2023,0,7543
Spain,Mar-2023,0,7543
Spain,Mar-2023,0,7543
Spain,Mar-2023,0,7543
Spain,Mar-2023,0,7543
Spain,Mar-2023,0,7543
Spain,Mar-2023,3,7546
Spain,Mar-2023,0,7546
Spain,Mar-2023,0,7546
Spain,Mar-2023,0,7546
Spain,Mar-2023,0,7546
Spain,Mar-2023,0,7546
Spain,Mar-2023,0,7546
Spain,Mar-2023,0,7546
Spain,Mar-2023,0,7546
Spain,Mar-2023,0,7546
Spain,Mar-2023,0,7546
Spain,Mar-2023,0,7546
Spain,Mar-2023,0,7546
Spain,Mar-2023,0,7546
Spain,Mar-2023,0,7546
Spain,Mar-2023,0,7546
Spain,Mar-2023,0,7546
Spain,Mar-2023,0,7546
Spain,Apr-2023,0,7546
Spain,Apr-2023,0,7546
Spain,Apr-2023,0,7546
Spain,Apr-2023,3,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,Apr-2023,0,7549
Spain,May-2023,0,7549
Spain,May-2023,0,7549
Spain,May-2023,2,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,0,7551
Spain,May-2023,4,7555
Spain,May-2023,0,7555
Spain,Jun-2023,0,7555
Spain,Jun-2023,0,7555
Spain,Jun-2023,0,7555
Spain,Jun-2023,0,7555
Spain,Jun-2023,1,7556
Spain,Jun-2023,0,7556
Spain,Jun-2023,3,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jun-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Jul-2023,0,7559
Spain,Aug-2023,0,7559
Spain,Aug-2023,0,7559
Spain,Aug-2023,0,7559
Spain,Aug-2023,0,7559
Spain,Aug-2023,0,7559
Spain,Aug-2023,0,7559
Spain,Aug-2023,1,7560
Spain,Aug-2023,0,7560
Spain,Aug-2023,0,7560
Spain,Aug-2023,5,7565
Spain,Aug-2023,0,7565
Spain,Aug-2023,0,7565
Spain,Aug-2023,0,7565
Spain,Aug-2023,0,7565
Spain,Aug-2023,0,7565
Spain,Aug-2023,0,7565
Spain,Aug-2023,0,7565
Spain,Aug-2023,0,7565
Spain,Aug-2023,0,7565
Spain,Aug-2023,0,7565
Spain,Aug-2023,0,7565
Spain,Aug-2023,0,7565
Spain,Aug-2023,0,7565
Spain,Aug-2023,0,7565
Spain,Aug-2023,0,7565
Spain,Aug-2023,0,7565
Spain,Aug-2023,0,7565
Spain,Aug-2023,0,7565
Spain,Aug-2023,0,7565
Spain,Aug-2023,0,7565
