location,date,new_cases,total_cases
Spain,Aug-2023,0,7565
Spain,Sep-2023,0,7565
Spain,Sep-2023,0,7565
Spain,Sep-2023,0,7565
Spain,Sep-2023,0,7565
Spain,Sep-2023,0,7565
Spain,Sep-2023,0,7565
Spain,Sep-2023,15,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,0,7580
Spain,Sep-2023,31,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,0,7611
Spain,Oct-2023,36,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,0,7647
Spain,Nov-2023,37,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,0,7684
Spain,Dec-2023,68,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,0,7752
Spain,Jan-2024,34,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,0,7786
Spain,Feb-2024,112,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,0,7898
Spain,Mar-2024,62,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,0,7960
Spain,Apr-2024,32,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,0,7992
Spain,May-2024,38,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,0,8030
Spain,Jun-2024,54,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,0,8084
Spain,Jul-2024,20,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,0,8104
Spain,Aug-2024,136,8240
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,0,0
Dem. Rep. Congo,May-2022,10,10
Dem. Rep. Congo,May-2022,0,10
Dem. Rep. Congo,May-2022,0,10
Dem. Rep. Congo,May-2022,0,10
Dem. Rep. Congo,May-2022,0,10
Dem. Rep. Congo,May-2022,0,10
Dem. Rep. Congo,May-2022,0,10
Dem. Rep. Congo,May-2022,0,10
Dem. Rep. Congo,May-2022,0,10
Dem. Rep. Congo,May-2022,0,10
Dem. Rep. Congo,Jun-2022,0,10
Dem. Rep. Congo,Jun-2022,0,10
Dem. Rep. Congo,Jun-2022,0,10
Dem. Rep. Congo,Jun-2022,0,10
Dem. Rep. Congo,Jun-2022,0,10
Dem. Rep. Congo,Jun-2022,0,10
Dem. Rep. Congo,Jun-2022,0,10
Dem. Rep. Congo,Jun-2022,0,10
Dem. Rep. Congo,Jun-2022,0,10
Dem. Rep. Congo,Jun-2022,0,10
Dem. Rep. Congo,Jun-2022,0,10
Dem. Rep. Congo,Jun-2022,0,10
Dem. Rep. Congo,Jun-2022,0,10
Dem. Rep. Congo,Jun-2022,0,10
Dem. Rep. Congo,Jun-2022,0,10
Dem. Rep. Congo,Jun-2022,0,10
Dem. Rep. Congo,Jun-2022,0,10
Dem. Rep. Congo,Jun-2022,0,10
Dem. Rep. Congo,Jun-2022,90,100
Dem. Rep. Congo,Jun-2022,0,100
Dem. Rep. Congo,Jun-2022,0,100
Dem. Rep. Congo,Jun-2022,0,100
Dem. Rep. Congo,Jun-2022,0,100
Dem. Rep. Congo,Jun-2022,0,100
Dem. Rep. Congo,Jun-2022,0,100
Dem. Rep. Congo,Jun-2022,0,100
Dem. Rep. Congo,Jun-2022,0,100
Dem. Rep. Congo,Jun-2022,0,100
Dem. Rep. Congo,Jun-2022,0,100
Dem. Rep. Congo,Jun-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Jul-2022,0,100
Dem. Rep. Congo,Aug-2022,0,100
Dem. Rep. Congo,Aug-2022,0,100
Dem. Rep. Congo,Aug-2022,0,100
Dem. Rep. Congo,Aug-2022,0,100
Dem. Rep. Congo,Aug-2022,0,100
Dem. Rep. Congo,Aug-2022,0,100
Dem. Rep. Congo,Aug-2022,0,100
Dem. Rep. Congo,Aug-2022,0,100
Dem. Rep. Congo,Aug-2022,0,100
Dem. Rep. Congo,Aug-2022,0,100
Dem. Rep. Congo,Aug-2022,0,100
Dem. Rep. Congo,Aug-2022,0,100
Dem. Rep. Congo,Aug-2022,0,100
Dem. Rep. Congo,Aug-2022,49,149
Dem. Rep. Congo,Aug-2022,0,149
Dem. Rep. Congo,Aug-2022,0,149
Dem. Rep. Congo,Aug-2022,0,149
Dem. Rep. Congo,Aug-2022,0,149
Dem. Rep. Congo,Aug-2022,0,149
Dem. Rep. Congo,Aug-2022,0,149
Dem. Rep. Congo,Aug-2022,0,149
Dem. Rep. Congo,Aug-2022,0,149
Dem. Rep. Congo,Aug-2022,0,149
Dem. Rep. Congo,Aug-2022,0,149
Dem. Rep. Congo,Aug-2022,0,149
Dem. Rep. Congo,Aug-2022,0,149
Dem. Rep. Congo,Aug-2022,0,149
Dem. Rep. Congo,Aug-2022,25,174
Dem. Rep. Congo,Aug-2022,0,174
Dem. Rep. Congo,Aug-2022,0,174
Dem. Rep. Congo,Aug-2022,0,174
Dem. Rep. Congo,Sep-2022,0,174
Dem. Rep. Congo,Sep-2022,0,174
Dem. Rep. Congo,Sep-2022,0,174
Dem. Rep. Congo,Sep-2022,0,174
Dem. Rep. Congo,Sep-2022,0,174
Dem. Rep. Congo,Sep-2022,0,174
Dem. Rep. Congo,Sep-2022,0,174
Dem. Rep. Congo,Sep-2022,0,174
Dem. Rep. Congo,Sep-2022,0,174
Dem. Rep. Congo,Sep-2022,0,174
Dem. Rep. Congo,Sep-2022,0,174
Dem. Rep. Congo,Sep-2022,0,174
Dem. Rep. Congo,Sep-2022,0,174
Dem. Rep. Congo,Sep-2022,0,174
Dem. Rep. Congo,Sep-2022,0,174
Dem. Rep. Congo,Sep-2022,0,174
Dem. Rep. Congo,Sep-2022,0,174
Dem. Rep. Congo,Sep-2022,16,190
Dem. Rep. Congo,Sep-2022,0,190
Dem. Rep. Congo,Sep-2022,0,190
Dem. Rep. Congo,Sep-2022,0,190
Dem. Rep. Congo,Sep-2022,0,190
Dem. Rep. Congo,Sep-2022,0,190
Dem. Rep. Congo,Sep-2022,0,190
Dem. Rep. Congo,Sep-2022,10,200
Dem. Rep. Congo,Sep-2022,0,200
Dem. Rep. Congo,Sep-2022,0,200
Dem. Rep. Congo,Sep-2022,0,200
Dem. Rep. Congo,Sep-2022,0,200
Dem. Rep. Congo,Sep-2022,0,200
Dem. Rep. Congo,Oct-2022,0,200
Dem. Rep. Congo,Oct-2022,2,202
Dem. Rep. Congo,Oct-2022,0,202
Dem. Rep. Congo,Oct-2022,0,202
Dem. Rep. Congo,Oct-2022,0,202
Dem. Rep. Congo,Oct-2022,0,202
Dem. Rep. Congo,Oct-2022,0,202
Dem. Rep. Congo,Oct-2022,0,202
Dem. Rep. Congo,Oct-2022,26,228
Dem. Rep. Congo,Oct-2022,0,228
Dem. Rep. Congo,Oct-2022,0,228
Dem. Rep. Congo,Oct-2022,0,228
Dem. Rep. Congo,Oct-2022,0,228
Dem. Rep. Congo,Oct-2022,0,228
Dem. Rep. Congo,Oct-2022,0,228
Dem. Rep. Congo,Oct-2022,7,235
Dem. Rep. Congo,Oct-2022,0,235
Dem. Rep. Congo,Oct-2022,0,235
Dem. Rep. Congo,Oct-2022,0,235
Dem. Rep. Congo,Oct-2022,0,235
Dem. Rep. Congo,Oct-2022,0,235
Dem. Rep. Congo,Oct-2022,0,235
Dem. Rep. Congo,Oct-2022,15,250
Dem. Rep. Congo,Oct-2022,0,250
Dem. Rep. Congo,Oct-2022,0,250
Dem. Rep. Congo,Oct-2022,0,250
Dem. Rep. Congo,Oct-2022,0,250
Dem. Rep. Congo,Oct-2022,0,250
Dem. Rep. Congo,Oct-2022,0,250
Dem. Rep. Congo,Oct-2022,1,251
Dem. Rep. Congo,Oct-2022,0,251
Dem. Rep. Congo,Nov-2022,0,251
Dem. Rep. Congo,Nov-2022,0,251
Dem. Rep. Congo,Nov-2022,0,251
Dem. Rep. Congo,Nov-2022,0,251
Dem. Rep. Congo,Nov-2022,0,251
Dem. Rep. Congo,Nov-2022,1,252
Dem. Rep. Congo,Nov-2022,0,252
Dem. Rep. Congo,Nov-2022,0,252
Dem. Rep. Congo,Nov-2022,0,252
Dem. Rep. Congo,Nov-2022,0,252
Dem. Rep. Congo,Nov-2022,0,252
Dem. Rep. Congo,Nov-2022,0,252
Dem. Rep. Congo,Nov-2022,6,258
Dem. Rep. Congo,Nov-2022,0,258
Dem. Rep. Congo,Nov-2022,0,258
Dem. Rep. Congo,Nov-2022,0,258
Dem. Rep. Congo,Nov-2022,0,258
Dem. Rep. Congo,Nov-2022,0,258
Dem. Rep. Congo,Nov-2022,0,258
Dem. Rep. Congo,Nov-2022,4,262
Dem. Rep. Congo,Nov-2022,0,262
Dem. Rep. Congo,Nov-2022,0,262
Dem. Rep. Congo,Nov-2022,0,262
Dem. Rep. Congo,Nov-2022,0,262
Dem. Rep. Congo,Nov-2022,0,262
Dem. Rep. Congo,Nov-2022,0,262
Dem. Rep. Congo,Nov-2022,10,272
Dem. Rep. Congo,Nov-2022,0,272
Dem. Rep. Congo,Nov-2022,0,272
Dem. Rep. Congo,Nov-2022,0,272
Dem. Rep. Congo,Dec-2022,0,272
Dem. Rep. Congo,Dec-2022,0,272
Dem. Rep. Congo,Dec-2022,0,272
Dem. Rep. Congo,Dec-2022,3,275
Dem. Rep. Congo,Dec-2022,0,275
Dem. Rep. Congo,Dec-2022,0,275
Dem. Rep. Congo,Dec-2022,0,275
Dem. Rep. Congo,Dec-2022,0,275
Dem. Rep. Congo,Dec-2022,0,275
Dem. Rep. Congo,Dec-2022,0,275
Dem. Rep. Congo,Dec-2022,0,275
Dem. Rep. Congo,Dec-2022,0,275
Dem. Rep. Congo,Dec-2022,0,275
Dem. Rep. Congo,Dec-2022,0,275
Dem. Rep. Congo,Dec-2022,0,275
Dem. Rep. Congo,Dec-2022,0,275
Dem. Rep. Congo,Dec-2022,0,275
Dem. Rep. Congo,Dec-2022,2,277
Dem. Rep. Congo,Dec-2022,0,277
Dem. Rep. Congo,Dec-2022,0,277
Dem. Rep. Congo,Dec-2022,0,277
Dem. Rep. Congo,Dec-2022,0,277
Dem. Rep. Congo,Dec-2022,0,277
Dem. Rep. Congo,Dec-2022,0,277
Dem. Rep. Congo,Dec-2022,2,279
Dem. Rep. Congo,Dec-2022,0,279
Dem. Rep. Congo,Dec-2022,0,279
Dem. Rep. Congo,Dec-2022,0,279
Dem. Rep. Congo,Dec-2022,0,279
Dem. Rep. Congo,Dec-2022,0,279
Dem. Rep. Congo,Dec-2022,0,279
Dem. Rep. Congo,Jan-2023,0,279
Dem. Rep. Congo,Jan-2023,0,279
Dem. Rep. Congo,Jan-2023,0,279
Dem. Rep. Congo,Jan-2023,0,279
Dem. Rep. Congo,Jan-2023,0,279
Dem. Rep. Congo,Jan-2023,0,279
Dem. Rep. Congo,Jan-2023,0,279
Dem. Rep. Congo,Jan-2023,37,316
Dem. Rep. Congo,Jan-2023,0,316
Dem. Rep. Congo,Jan-2023,0,316
Dem. Rep. Congo,Jan-2023,0,316
Dem. Rep. Congo,Jan-2023,0,316
Dem. Rep. Congo,Jan-2023,0,316
Dem. Rep. Congo,Jan-2023,0,316
Dem. Rep. Congo,Jan-2023,17,333
Dem. Rep. Congo,Jan-2023,0,333
Dem. Rep. Congo,Jan-2023,0,333
Dem. Rep. Congo,Jan-2023,0,333
Dem. Rep. Congo,Jan-2023,0,333
Dem. Rep. Congo,Jan-2023,0,333
Dem. Rep. Congo,Jan-2023,0,333
Dem. Rep. Congo,Jan-2023,22,355
Dem. Rep. Congo,Jan-2023,0,355
Dem. Rep. Congo,Jan-2023,0,355
Dem. Rep. Congo,Jan-2023,0,355
Dem. Rep. Congo,Jan-2023,0,355
Dem. Rep. Congo,Jan-2023,0,355
Dem. Rep. Congo,Jan-2023,0,355
Dem. Rep. Congo,Jan-2023,22,377
Dem. Rep. Congo,Jan-2023,0,377
Dem. Rep. Congo,Jan-2023,0,377
Dem. Rep. Congo,Feb-2023,0,377
Dem. Rep. Congo,Feb-2023,0,377
Dem. Rep. Congo,Feb-2023,0,377
Dem. Rep. Congo,Feb-2023,0,377
Dem. Rep. Congo,Feb-2023,10,387
Dem. Rep. Congo,Feb-2023,0,387
Dem. Rep. Congo,Feb-2023,0,387
Dem. Rep. Congo,Feb-2023,0,387
Dem. Rep. Congo,Feb-2023,0,387
Dem. Rep. Congo,Feb-2023,0,387
Dem. Rep. Congo,Feb-2023,0,387
Dem. Rep. Congo,Feb-2023,0,387
Dem. Rep. Congo,Feb-2023,0,387
Dem. Rep. Congo,Feb-2023,0,387
Dem. Rep. Congo,Feb-2023,0,387
Dem. Rep. Congo,Feb-2023,0,387
Dem. Rep. Congo,Feb-2023,0,387
Dem. Rep. Congo,Feb-2023,0,387
Dem. Rep. Congo,Feb-2023,33,420
Dem. Rep. Congo,Feb-2023,0,420
Dem. Rep. Congo,Feb-2023,0,420
Dem. Rep. Congo,Feb-2023,0,420
Dem. Rep. Congo,Feb-2023,0,420
Dem. Rep. Congo,Feb-2023,0,420
Dem. Rep. Congo,Feb-2023,0,420
Dem. Rep. Congo,Feb-2023,0,420
Dem. Rep. Congo,Feb-2023,0,420
Dem. Rep. Congo,Feb-2023,0,420
Dem. Rep. Congo,Mar-2023,0,420
Dem. Rep. Congo,Mar-2023,0,420
Dem. Rep. Congo,Mar-2023,0,420
Dem. Rep. Congo,Mar-2023,0,420
Dem. Rep. Congo,Mar-2023,21,441
Dem. Rep. Congo,Mar-2023,0,441
Dem. Rep. Congo,Mar-2023,0,441
Dem. Rep. Congo,Mar-2023,0,441
Dem. Rep. Congo,Mar-2023,0,441
Dem. Rep. Congo,Mar-2023,0,441
Dem. Rep. Congo,Mar-2023,0,441
Dem. Rep. Congo,Mar-2023,0,441
Dem. Rep. Congo,Mar-2023,0,441
Dem. Rep. Congo,Mar-2023,0,441
Dem. Rep. Congo,Mar-2023,0,441
Dem. Rep. Congo,Mar-2023,0,441
Dem. Rep. Congo,Mar-2023,0,441
Dem. Rep. Congo,Mar-2023,0,441
Dem. Rep. Congo,Mar-2023,7,448
Dem. Rep. Congo,Mar-2023,0,448
Dem. Rep. Congo,Mar-2023,0,448
Dem. Rep. Congo,Mar-2023,0,448
Dem. Rep. Congo,Mar-2023,0,448
Dem. Rep. Congo,Mar-2023,0,448
Dem. Rep. Congo,Mar-2023,0,448
Dem. Rep. Congo,Mar-2023,3,451
Dem. Rep. Congo,Mar-2023,0,451
Dem. Rep. Congo,Mar-2023,0,451
Dem. Rep. Congo,Mar-2023,0,451
Dem. Rep. Congo,Mar-2023,0,451
Dem. Rep. Congo,Mar-2023,0,451
Dem. Rep. Congo,Apr-2023,0,451
Dem. Rep. Congo,Apr-2023,2,453
Dem. Rep. Congo,Apr-2023,0,453
Dem. Rep. Congo,Apr-2023,0,453
Dem. Rep. Congo,Apr-2023,0,453
Dem. Rep. Congo,Apr-2023,0,453
Dem. Rep. Congo,Apr-2023,0,453
Dem. Rep. Congo,Apr-2023,0,453
Dem. Rep. Congo,Apr-2023,64,517
Dem. Rep. Congo,Apr-2023,0,517
Dem. Rep. Congo,Apr-2023,0,517
Dem. Rep. Congo,Apr-2023,0,517
Dem. Rep. Congo,Apr-2023,0,517
Dem. Rep. Congo,Apr-2023,0,517
Dem. Rep. Congo,Apr-2023,0,517
Dem. Rep. Congo,Apr-2023,39,556
Dem. Rep. Congo,Apr-2023,0,556
Dem. Rep. Congo,Apr-2023,0,556
Dem. Rep. Congo,Apr-2023,0,556
Dem. Rep. Congo,Apr-2023,0,556
Dem. Rep. Congo,Apr-2023,0,556
Dem. Rep. Congo,Apr-2023,0,556
Dem. Rep. Congo,Apr-2023,0,556
